,0
415,8324.8125
416,15303.451612903225
417,12345.81081081081
418,7023.190476190476
419,18561.0
420,10115.105263157895
421,7023.190476190476
422,9579.272727272728
423,13547.424242424242
424,6518.5
425,10115.105263157895
426,4316.4
427,7023.190476190476
428,22447.25
429,26632.5
430,10119.0
431,6518.5
432,4668.025974025974
433,4316.4
434,13572.869565217392
435,4884.0
436,18952.809523809523
437,14954.96
438,7023.190476190476
439,12706.23076923077
440,4665.090909090909
441,13547.424242424242
442,2115.714285714286
443,7023.190476190476
444,7023.190476190476
445,10263.0
446,3795.8846153846152
447,11094.75
448,7023.190476190476
449,11094.75
450,13547.424242424242
451,7023.190476190476
452,7023.190476190476
453,14954.96
454,7023.190476190476
455,3773.8214285714284
456,18561.0
457,7023.190476190476
458,22447.25
459,12032.617647058823
460,7579.541666666667
461,13547.424242424242
462,7579.541666666667
463,4884.0
464,11583.281690140846
465,12609.0625
466,10115.105263157895
467,5597.037037037037
468,15601.1
469,7023.190476190476
470,15467.5
471,4668.025974025974
472,7023.190476190476
473,7023.190476190476
474,7023.190476190476
475,10115.105263157895
476,4316.4
477,18952.809523809523
478,15467.5
479,7023.190476190476
480,17118.529411764706
481,17118.529411764706
482,7023.190476190476
483,10035.0
484,8830.869565217392
485,15467.5
486,7023.190476190476
487,15467.5
488,18561.0
489,7023.190476190476
490,8324.8125
491,18952.809523809523
492,18952.809523809523
493,3959.673469387755
494,3959.673469387755
495,12546.39393939394
496,10263.0
497,4316.4
498,15467.5
499,7023.190476190476
500,12546.39393939394
501,17118.529411764706
502,6723.666666666667
503,3959.673469387755
504,13069.235294117647
505,13572.869565217392
506,15781.666666666666
507,4321.0
508,12984.030303030304
509,8324.8125
510,7023.190476190476
511,4356.892857142857
512,4665.090909090909
513,15467.5
514,7042.806451612903
515,7042.806451612903
516,7023.190476190476
517,3657.4565217391305
518,3795.8846153846152
519,4457.323529411765
520,7023.190476190476
521,4316.4
522,18561.0
523,10313.37037037037
524,13572.869565217392
525,10115.105263157895
526,8324.8125
527,6567.5625
528,1979.8260869565217
529,7023.190476190476
530,7740.866666666667
531,7023.190476190476
532,15303.451612903225
533,3895.7619047619046
534,13572.869565217392
535,22447.25
536,13069.235294117647
537,4321.0
538,4333.038461538462
539,5597.037037037037
540,3959.673469387755
541,7023.190476190476
542,4412.941176470588
543,12032.617647058823
544,7023.190476190476
545,10115.105263157895
546,7023.190476190476
547,18561.0
548,4289.25
549,6194.0
550,7023.190476190476
551,7556.461538461538
552,7023.190476190476
553,8324.8125
554,7023.190476190476
555,4412.941176470588
556,2596.0
557,3657.4565217391305
558,7556.461538461538
559,15467.5
560,12968.103448275862
561,7023.190476190476
562,7579.541666666667
563,4609.625
564,8324.8125
565,10263.0
566,10115.105263157895
567,17118.529411764706
568,7129.833333333333
569,7023.190476190476
570,7023.190476190476
571,12968.103448275862
572,9227.379310344828
573,15467.5
574,13033.818181818182
575,8324.8125
576,13033.818181818182
577,18952.809523809523
578,13165.266666666666
579,3959.604938271605
580,7023.190476190476
581,15467.5
582,7023.190476190476
583,7023.190476190476
584,12984.030303030304
585,26524.0
586,3255.030303030303
587,10115.105263157895
588,3895.7619047619046
589,7402.714285714285
590,7023.190476190476
591,10115.105263157895
592,7023.190476190476
593,8324.8125
594,7023.190476190476
595,14954.96
596,17118.529411764706
597,7023.190476190476
598,7023.190476190476
599,7023.190476190476
600,10240.067415730337
601,18561.0
602,3895.7619047619046
603,2774.269230769231
604,13105.947368421053
605,8104.727272727273
606,14954.96
607,7023.190476190476
608,6723.666666666667
609,12609.0625
610,4884.0
611,14954.96
612,13572.869565217392
613,3228.0625
614,10115.105263157895
615,5597.037037037037
616,10115.105263157895
617,15467.5
618,15467.5
619,17118.529411764706
620,7023.190476190476
621,18561.0
622,7023.190476190476
623,18952.809523809523
624,11094.75
625,7023.190476190476
626,10115.105263157895
627,13547.424242424242
628,4412.941176470588
629,10115.105263157895
630,7023.190476190476
631,8422.666666666666
632,10002.875
633,15467.5
634,7806.857142857143
635,3657.4565217391305
636,12345.81081081081
637,7023.190476190476
638,4457.323529411765
639,11094.75
640,7023.190476190476
641,10115.105263157895
642,4884.0
643,12984.030303030304
644,7023.190476190476
645,2050.7619047619046
646,8422.666666666666
647,7023.190476190476
648,5597.037037037037
649,7023.190476190476
650,9263.823529411764
651,7023.190476190476
652,10115.105263157895
653,3773.8214285714284
654,8324.8125
655,4316.4
656,7023.190476190476
657,7023.190476190476
658,8422.666666666666
659,18561.0
660,3657.4565217391305
661,26632.5
662,7023.190476190476
663,12032.617647058823
664,5643.966666666666
665,13707.555555555555
666,10115.105263157895
667,7023.190476190476
668,3795.8846153846152
669,12078.727272727272
670,5597.037037037037
671,10115.105263157895
672,14069.5
673,13069.235294117647
674,13572.869565217392
675,5643.966666666666
676,15781.666666666666
677,10115.105263157895
678,7579.541666666667
679,8104.727272727273
680,7023.190476190476
681,3969.6923076923076
682,10263.0
683,5643.966666666666
684,17118.529411764706
685,10115.105263157895
686,8422.666666666666
687,12345.81081081081
688,26524.0
689,7303.32
690,18952.809523809523
691,7303.32
692,3795.8846153846152
693,7023.190476190476
694,7023.190476190476
695,12609.0625
696,7023.190476190476
697,12078.727272727272
698,5597.037037037037
699,9275.818181818182
700,7023.190476190476
701,7023.190476190476
702,13547.424242424242
703,13105.947368421053
704,15601.1
705,13547.424242424242
706,5628.0
707,4884.0
708,18952.809523809523
709,13572.869565217392
710,7556.461538461538
711,18952.809523809523
712,10115.105263157895
713,7042.806451612903
714,4333.038461538462
715,8324.8125
716,6118.0
717,18561.0
718,10002.875
719,9227.379310344828
720,7023.190476190476
721,7023.190476190476
722,7023.190476190476
723,7579.541666666667
724,14069.5
725,4316.4
726,18952.809523809523
727,7023.190476190476
728,14954.96
729,3895.7619047619046
730,7023.190476190476
731,3659.4827586206898
732,3959.673469387755
733,12078.727272727272
734,13547.424242424242
735,7023.190476190476
736,7023.190476190476
737,3795.8846153846152
738,3959.673469387755
739,18561.0
740,12266.87037037037
741,18561.0
742,13547.424242424242
743,13105.947368421053
744,7023.190476190476
745,5597.037037037037
746,18952.809523809523
747,8807.595238095239
748,4321.0
749,8324.8125
750,7023.190476190476
751,7700.6875
752,10263.0
753,4609.625
754,7023.190476190476
755,18952.809523809523
756,13105.947368421053
757,4884.0
758,3657.4565217391305
759,4316.4
760,7023.190476190476
761,7230.0
762,5597.037037037037
763,5278.0
764,6723.666666666667
765,7042.806451612903
766,3795.8846153846152
767,10263.0
768,2982.4545454545455
769,7023.190476190476
770,12984.030303030304
771,8324.8125
772,10115.105263157895
773,13547.424242424242
774,10115.105263157895
775,7023.190476190476
776,7556.461538461538
777,15467.5
778,3795.8846153846152
779,7023.190476190476
780,17118.529411764706
781,15467.5
782,7023.190476190476
783,12032.617647058823
784,8422.666666666666
785,8324.8125
786,5841.0
787,13115.25
788,18561.0
789,13547.424242424242
790,6567.5625
791,4356.892857142857
792,10263.0
793,4668.025974025974
794,15467.5
795,3255.030303030303
796,4884.0
797,10115.105263157895
798,12345.81081081081
799,14954.96
800,7023.190476190476
801,13547.424242424242
802,7023.190476190476
803,12032.617647058823
804,15781.666666666666
805,3659.4827586206898
806,11094.75
807,7023.190476190476
808,13572.869565217392
809,18561.0
810,7023.190476190476
811,10115.105263157895
812,7023.190476190476
813,7023.190476190476
814,6194.0
815,7023.190476190476
816,7023.190476190476
817,6099.428571428572
818,7023.190476190476
819,8422.666666666666
820,7579.541666666667
821,10263.0
822,17118.529411764706
823,7023.190476190476
824,10115.105263157895
825,4001.2
826,5597.037037037037
827,10069.5
828,13572.869565217392
829,11433.6
830,15467.5
831,7579.541666666667
832,15467.5
833,7023.190476190476
834,3255.030303030303
835,8324.8125
836,18952.809523809523
837,13572.869565217392
838,7230.0
839,3795.8846153846152
840,5643.966666666666
841,6567.5625
842,7579.541666666667
843,26524.0
844,10115.105263157895
845,7700.6875
846,14069.5
847,5643.966666666666
848,10115.105263157895
849,7023.190476190476
850,7023.190476190476
851,5597.037037037037
852,8422.666666666666
853,3895.7619047619046
854,8324.8125
855,4884.0
856,3657.4565217391305
857,3657.4565217391305
858,17118.529411764706
859,12345.81081081081
860,12078.727272727272
861,12984.030303030304
862,12968.103448275862
863,26524.0
864,4668.025974025974
865,13572.869565217392
866,8422.666666666666
867,3959.604938271605
868,6118.602739726028
869,14954.96
870,11094.75
871,7579.541666666667
872,3959.673469387755
873,17118.529411764706
874,7023.190476190476
875,11825.3
876,10115.105263157895
877,7023.190476190476
878,12345.81081081081
879,3795.8846153846152
880,10115.105263157895
881,5373.333333333333
882,11583.281690140846
883,11440.206896551725
884,5597.037037037037
885,7556.461538461538
886,7579.541666666667
887,7023.190476190476
888,3657.4565217391305
889,3795.8846153846152
890,17118.529411764706
891,10115.105263157895
892,5643.966666666666
893,12609.0625
894,18952.809523809523
895,7023.190476190476
896,6567.5625
897,8324.8125
898,4001.2
899,11440.206896551725
900,17118.529411764706
901,13718.4
902,13547.424242424242
903,10240.067415730337
904,3959.673469387755
905,4289.25
906,3228.0625
907,6188.857142857143
908,12968.103448275862
909,4457.323529411765
910,3959.604938271605
911,17118.529411764706
912,7023.190476190476
913,7023.190476190476
914,7023.190476190476
915,10115.105263157895
916,7023.190476190476
917,5597.037037037037
918,15467.5
919,10115.105263157895
920,4316.4
921,12968.103448275862
922,7579.541666666667
923,13547.424242424242
924,18952.809523809523
925,4884.0
926,11583.281690140846
927,4884.0
928,10106.0
929,10115.105263157895
930,4316.4
931,9275.818181818182
932,17118.529411764706
933,5597.037037037037
934,22447.25
935,7023.190476190476
936,15467.5
937,7023.190476190476
938,4316.4
939,3659.4827586206898
940,13572.869565217392
941,7023.190476190476
942,7023.190476190476
943,3657.4565217391305
944,12345.81081081081
945,16518.0
946,5373.333333333333
947,8324.8125
948,7556.461538461538
949,17118.529411764706
950,18561.0
951,18952.809523809523
952,10115.105263157895
953,8104.727272727273
954,3659.4827586206898
955,8422.666666666666
956,15467.5
957,10119.0
958,7023.190476190476
959,10115.105263157895
960,10263.0
961,3959.604938271605
962,18952.809523809523
963,6188.857142857143
964,3657.4565217391305
965,10002.875
966,12984.030303030304
967,3659.4827586206898
968,7023.190476190476
969,7303.32
970,2982.4545454545455
971,7023.190476190476
972,3255.030303030303
973,11583.281690140846
974,3255.030303030303
975,13572.869565217392
976,15467.5
977,3657.4565217391305
978,17118.529411764706
979,10762.533333333333
980,4884.0
981,7023.190476190476
982,4333.038461538462
983,9944.15
984,15467.5
985,4001.2
986,7129.833333333333
987,7023.190476190476
988,7023.190476190476
989,10115.105263157895
990,7023.190476190476
991,6069.142857142857
992,5610.285714285715
993,17118.529411764706
994,3959.604938271605
995,7579.541666666667
996,4001.2
997,10263.0
998,5643.966666666666
999,7023.190476190476
1000,13033.818181818182
1001,7023.190476190476
1002,7023.190476190476
1003,18561.0
1004,7023.190476190476
1005,4289.25
1006,10115.105263157895
1007,10960.67857142857
1008,22447.25
1009,12345.81081081081
1010,13547.424242424242
1011,15467.5
1012,14563.764705882353
1013,3895.7619047619046
1014,18952.809523809523
1015,6194.0
1016,7556.461538461538
1017,8324.8125
1018,9275.818181818182
1019,4884.0
1020,11094.75
1021,6069.142857142857
1022,10115.105263157895
1023,4884.0
1024,6162.5
1025,10115.105263157895
1026,13547.424242424242
1027,11094.75
1028,7023.190476190476
1029,13572.869565217392
1030,7023.190476190476
1031,8324.8125
1032,10115.105263157895
1033,13547.424242424242
1034,10115.105263157895
1035,13572.869565217392
1036,11094.75
1037,7023.190476190476
1038,4321.0
1039,7303.32
1040,7023.190476190476
1041,7023.190476190476
1042,2050.7619047619046
1043,5597.037037037037
1044,2050.7619047619046
1045,10115.105263157895
1046,10115.105263157895
1047,17118.529411764706
1048,3657.4565217391305
1049,10263.0
1050,7023.190476190476
1051,13572.869565217392
1052,10115.105263157895
1053,4884.0
1054,3255.030303030303
1055,7023.190476190476
1056,8422.666666666666
1057,7023.190476190476
1058,3895.7619047619046
1059,5643.966666666666
1060,7023.190476190476
1061,26524.0
1062,10115.105263157895
1063,7023.190476190476
1064,13572.869565217392
1065,17118.529411764706
1066,5610.285714285715
1067,8422.666666666666
1068,18952.809523809523
1069,12984.030303030304
1070,12032.617647058823
1071,10115.105263157895
1072,13572.869565217392
1073,12865.882352941177
1074,6102.678571428572
1075,13804.53125
1076,18952.809523809523
1077,7129.833333333333
1078,8324.8125
1079,9579.272727272728
1080,18952.809523809523
1081,7579.541666666667
1082,22447.25
1083,10263.0
1084,7579.541666666667
1085,3959.604938271605
1086,12968.103448275862
1087,12345.81081081081
1088,10762.533333333333
1089,7700.6875
1090,10240.067415730337
1091,8422.666666666666
1092,3773.8214285714284
1093,11094.75
1094,9944.15
1095,3659.4827586206898
1096,3795.8846153846152
1097,4609.625
1098,22447.25
1099,12706.23076923077
1100,12345.81081081081
1101,7579.541666666667
1102,5597.037037037037
1103,10115.105263157895
1104,17118.529411764706
1105,3657.4565217391305
1106,7023.190476190476
1107,13105.947368421053
1108,18952.809523809523
1109,7700.6875
1110,10960.67857142857
1111,26524.0
1112,10960.67857142857
1113,12032.617647058823
1114,10115.105263157895
1115,17118.529411764706
1116,6194.0
1117,3657.4565217391305
1118,10263.0
1119,3795.8846153846152
1120,15467.5
1121,5597.037037037037
1122,4240.130434782609
1123,7579.541666666667
1124,12984.030303030304
1125,8118.642857142857
1126,7023.190476190476
1127,6069.142857142857
1128,7023.190476190476
1129,10240.067415730337
1130,10035.0
1131,5105.0
1132,4072.75
1133,15601.1
1134,11094.75
1135,5643.966666666666
1136,13572.869565217392
1137,3592.5
1138,4356.892857142857
1139,3255.030303030303
1140,10115.105263157895
1141,10115.105263157895
1142,11094.75
1143,3657.4565217391305
1144,3959.604938271605
1145,3795.8846153846152
1146,15467.5
1147,18561.0
1148,4665.090909090909
1149,15467.5
1150,10115.105263157895
1151,15467.5
1152,3895.7619047619046
1153,7556.461538461538
1154,3657.4565217391305
1155,15467.5
1156,12345.81081081081
1157,17118.529411764706
1158,5643.966666666666
1159,7023.190476190476
1160,18952.809523809523
1161,3228.0625
1162,4668.025974025974
1163,5643.966666666666
1164,10115.105263157895
1165,10263.0
1166,11094.75
1167,6005.0
1168,7579.541666666667
1169,10960.67857142857
1170,3659.4827586206898
1171,5105.0
1172,12968.103448275862
1173,26524.0
1174,7023.190476190476
1175,12032.617647058823
1176,7700.6875
1177,10960.67857142857
1178,8324.8125
1179,15467.5
1180,3659.4827586206898
1181,3659.4827586206898
1182,4484.529411764706
1183,8324.8125
1184,13804.53125
1185,5278.0
1186,7023.190476190476
1187,7023.190476190476
1188,7556.461538461538
1189,7023.190476190476
1190,15467.5
1191,4316.4
1192,2050.7619047619046
1193,10452.714285714286
1194,18952.809523809523
1195,17118.529411764706
1196,7023.190476190476
1197,7023.190476190476
1198,18561.0
1199,15467.5
1200,18952.809523809523
1201,3659.4827586206898
1202,10263.0
1203,6171.7037037037035
1204,18561.0
1205,3228.0625
1206,7023.190476190476
1207,12266.87037037037
1208,18952.809523809523
1209,13105.947368421053
1210,3969.6923076923076
1211,7023.190476190476
1212,7023.190476190476
1213,10240.067415730337
1214,7023.190476190476
1215,3959.604938271605
1216,7023.190476190476
1217,7023.190476190476
1218,14563.764705882353
1219,10115.105263157895
1220,7023.190476190476
1221,7023.190476190476
1222,7023.190476190476
1223,7023.190476190476
1224,18952.809523809523
1225,6597.153846153846
1226,17118.529411764706
1227,7023.190476190476
1228,13572.869565217392
1229,18952.809523809523
1230,8104.727272727273
1231,17118.529411764706
1232,5278.0
1233,11440.206896551725
1234,3659.4827586206898
1235,12078.727272727272
1236,10115.105263157895
1237,12881.666666666666
1238,10240.067415730337
1239,3795.8846153846152
1240,4316.4
1241,17118.529411764706
1242,8324.8125
1243,8324.8125
1244,17118.529411764706
1245,10115.105263157895
1246,8324.8125
1247,17118.529411764706
1248,15467.5
1249,7023.190476190476
1250,4240.130434782609
1251,17118.529411764706
1252,14069.5
1253,8324.8125
1254,7579.541666666667
1255,13069.235294117647
1256,6102.678571428572
1257,10115.105263157895
1258,13718.4
1259,13547.424242424242
1260,7023.190476190476
1261,13572.869565217392
1262,22447.25
1263,12078.727272727272
1264,13572.869565217392
1265,11094.75
1266,17118.529411764706
1267,13069.235294117647
1268,8422.666666666666
1269,12032.617647058823
1270,12984.030303030304
1271,9579.272727272728
1272,7700.6875
1273,22447.25
1274,8422.666666666666
1275,5643.966666666666
1276,7023.190476190476
1277,7023.190476190476
1278,3895.7619047619046
1279,12032.617647058823
1280,14954.96
1281,10115.105263157895
1282,11094.75
1283,2050.7619047619046
1284,15467.5
1285,10263.0
1286,18952.809523809523
1287,17118.529411764706
1288,10115.105263157895
1289,14954.96
1290,10115.105263157895
1291,7023.190476190476
1292,10115.105263157895
1293,15467.5
1294,13547.424242424242
1295,10240.067415730337
1296,11094.75
1297,11583.281690140846
1298,8422.666666666666
1299,14069.5
1300,7023.190476190476
1301,22447.25
1302,10452.714285714286
1303,15467.5
1304,7579.541666666667
1305,13804.53125
1306,18952.809523809523
1307,3895.7619047619046
1308,3255.030303030303
1309,8422.666666666666
1310,13547.424242424242
1311,14069.5
1312,12968.103448275862
1313,3659.4827586206898
1314,7023.190476190476
1315,4316.4
1316,3657.4565217391305
1317,15467.5
1318,7556.461538461538
1319,17118.529411764706
1320,7023.190476190476
1321,4072.75
1322,10115.105263157895
1323,15467.5
1324,8324.8125
1325,22447.25
1326,7023.190476190476
1327,7579.541666666667
1328,13547.424242424242
1329,16518.0
1330,15467.5
1331,8324.8125
1332,7023.190476190476
1333,14032.333333333334
1334,11699.098901098901
1335,6518.5
1336,12968.103448275862
1337,13547.424242424242
1338,12984.030303030304
1339,11433.6
1340,18952.809523809523
1341,13547.424242424242
1342,15781.666666666666
1343,12345.81081081081
1344,11094.75
1345,5597.037037037037
1346,15467.5
1347,8324.8125
1348,2050.7619047619046
1349,13083.75
1350,6102.678571428572
1351,5597.037037037037
1352,15467.5
1353,3657.4565217391305
1354,22447.25
1355,6194.0
1356,15467.5
1357,10115.105263157895
1358,10115.105263157895
1359,10960.67857142857
1360,7023.190476190476
1361,10263.0
1362,12078.727272727272
1363,18952.809523809523
1364,10115.105263157895
1365,7023.190476190476
1366,6664.384615384615
1367,7023.190476190476
1368,13572.869565217392
1369,17118.529411764706
1370,12609.0625
1371,8324.8125
1372,11699.098901098901
1373,7579.541666666667
1374,4333.038461538462
1375,10115.105263157895
1376,13547.424242424242
1377,7700.6875
1378,5597.037037037037
1379,12609.0625
1380,7556.461538461538
1381,10263.0
1382,3657.4565217391305
1383,3895.7619047619046
1384,7023.190476190476
1385,5332.107142857143
1386,13069.235294117647
1387,5373.333333333333
1388,7023.190476190476
1389,7023.190476190476
1390,4665.090909090909
1391,18952.809523809523
1392,6118.602739726028
1393,10115.105263157895
1394,3657.4565217391305
1395,12345.81081081081
1396,7023.190476190476
1397,6162.5
1398,4884.0
1399,2982.4545454545455
1400,18561.0
1401,2050.7619047619046
1402,10263.0
1403,3895.7619047619046
1404,9275.818181818182
1405,5373.333333333333
1406,7023.190476190476
1407,7023.190476190476
1408,12345.81081081081
1409,9588.35294117647
1410,18952.809523809523
1411,18561.0
1412,17118.529411764706
1413,18561.0
1414,7023.190476190476
1415,4316.4
1416,15467.5
1417,7023.190476190476
1418,7023.190476190476
1419,2982.4545454545455
1420,4356.892857142857
1421,3657.4565217391305
1422,7023.190476190476
1423,7023.190476190476
1424,9263.823529411764
1425,13069.235294117647
1426,11699.098901098901
1427,17118.529411764706
1428,15467.5
1429,4457.323529411765
1430,5643.966666666666
1431,7023.190476190476
1432,10115.105263157895
1433,3959.604938271605
1434,17118.529411764706
1435,13547.424242424242
1436,5643.966666666666
1437,10115.105263157895
1438,10115.105263157895
1439,4356.892857142857
1440,7023.190476190476
1441,13572.869565217392
1442,7023.190476190476
1443,12078.727272727272
1444,5643.966666666666
1445,2050.7619047619046
1446,10002.875
1447,7023.190476190476
1448,15467.5
1449,8324.8125
1450,13547.424242424242
1451,8324.8125
1452,7023.190476190476
1453,18952.809523809523
1454,18952.809523809523
